x,y,w_right,w_left
0.0000,0.0000,1.0449,1.0449
0.0000,-0.0100,1.0404,1.0404
0.0100,-0.0200,1.0439,1.0439
0.0100,-0.0300,1.0388,1.0388
0.0200,-0.0400,1.0424,1.0424
0.0300,-0.0500,1.0461,1.0461
0.0400,-0.0600,1.0500,1.0500
0.0400,-0.0700,1.0453,1.0453
0.0400,-0.0800,1.0406,1.0406
0.0500,-0.0900,1.0449,1.0449
0.0600,-0.1000,1.0493,1.0493
0.0600,-0.1100,1.0449,1.0449
0.0700,-0.1200,1.0491,1.0491
0.0800,-0.1300,1.0525,1.0525
0.0800,-0.1400,1.0474,1.0474
0.0900,-0.1500,1.0510,1.0510
0.0900,-0.1600,1.0461,1.0461
0.1000,-0.1700,1.0500,1.0500
0.1100,-0.1800,1.0541,1.0541
0.1100,-0.1900,1.0495,1.0495
0.1200,-0.2000,1.0538,1.0538
0.1200,-0.2100,1.0486,1.0486
0.1300,-0.2200,1.0511,1.0511
0.1400,-0.2300,1.0538,1.0538
0.1400,-0.2400,1.0483,1.0483
0.1500,-0.2500,1.0512,1.0512
0.1500,-0.2600,1.0459,1.0459
0.1600,-0.2700,1.0491,1.0491
0.1600,-0.2800,1.0439,1.0439
0.1700,-0.2900,1.0474,1.0474
0.1700,-0.3000,1.0424,1.0424
0.1800,-0.3100,1.0461,1.0461
0.1900,-0.3200,1.0500,1.0500
0.1900,-0.3300,1.0453,1.0453
0.2000,-0.3400,1.0495,1.0495
0.2000,-0.3500,1.0449,1.0449
0.2100,-0.3600,1.0493,1.0493
0.2200,-0.3700,1.0539,1.0539
0.2200,-0.3800,1.0497,1.0497
0.2300,-0.3900,1.0545,1.0545
0.2400,-0.4000,1.0595,1.0595
0.2400,-0.4100,1.0549,1.0549
0.2500,-0.4200,1.0588,1.0588
0.2500,-0.4300,1.0541,1.0541
0.2600,-0.4400,1.0584,1.0584
0.2700,-0.4500,1.0628,1.0628
0.2700,-0.4600,1.0583,1.0583
0.2800,-0.4700,1.0630,1.0630
0.2800,-0.4800,1.0587,1.0587
0.2900,-0.4900,1.0636,1.0636
0.2900,-0.5000,1.0588,1.0588
0.3000,-0.5100,1.0630,1.0630
0.3100,-0.5200,1.0673,1.0673
0.3100,-0.5300,1.0628,1.0628
0.3200,-0.5400,1.0673,1.0673
0.3200,-0.5500,1.0628,1.0628
0.3300,-0.5600,1.0662,1.0662
0.3400,-0.5700,1.0697,1.0697
0.3400,-0.5800,1.0647,1.0647
0.3500,-0.5900,1.0685,1.0685
0.3500,-0.6000,1.0636,1.0636
0.3600,-0.6100,1.0676,1.0676
0.3700,-0.6200,1.0718,1.0718
0.3700,-0.6300,1.0673,1.0673
0.3800,-0.6400,1.0717,1.0717
0.3900,-0.6500,1.0763,1.0763
0.3900,-0.6600,1.0720,1.0720
0.4000,-0.6700,1.0769,1.0769
0.4000,-0.6800,1.0727,1.0727
0.4100,-0.6900,1.0766,1.0766
0.4200,-0.7000,1.0799,1.0799
0.4200,-0.7100,1.0748,1.0748
0.4300,-0.7200,1.0783,1.0783
0.4400,-0.7300,1.0821,1.0821
0.4400,-0.7400,1.0772,1.0772
0.4500,-0.7500,1.0812,1.0812
0.4600,-0.7600,1.0812,1.0812
0.4600,-0.7700,1.0807,1.0807
0.4700,-0.7800,1.0821,1.0821
0.4700,-0.7900,1.0807,1.0807
0.4800,-0.8000,1.0834,1.0834
0.4900,-0.8100,1.0799,1.0799
0.5000,-0.8200,1.0766,1.0766
0.5000,-0.8300,1.0819,1.0819
0.5100,-0.8400,1.0789,1.0789
0.5200,-0.8500,1.0760,1.0760
0.5200,-0.8600,1.0815,1.0815
0.5300,-0.8700,1.0789,1.0789
0.5400,-0.8800,1.0764,1.0764
0.5400,-0.8900,1.0822,1.0822
0.5500,-0.9000,1.0800,1.0800
0.5600,-0.9100,1.0772,1.0772
0.5700,-0.9200,1.0734,1.0734
0.5700,-0.9300,1.0783,1.0783
0.5800,-0.9400,1.0748,1.0748
0.5900,-0.9500,1.0714,1.0714
0.6000,-0.9600,1.0681,1.0681
0.6000,-0.9700,1.0735,1.0735
0.6100,-0.9800,1.0705,1.0705
0.6100,-0.9900,1.0760,1.0760
0.6200,-1.0000,1.0732,1.0732
0.6300,-1.0100,1.0707,1.0707
0.6400,-1.0200,1.0683,1.0683
0.6400,-1.0300,1.0741,1.0741
0.6500,-1.0400,1.0720,1.0720
0.6600,-1.0500,1.0700,1.0700
0.6600,-1.0600,1.0761,1.0761
0.6700,-1.0700,1.0734,1.0734
0.6800,-1.0800,1.0697,1.0697
0.6800,-1.0900,1.0748,1.0748
0.6900,-1.1000,1.0714,1.0714
0.7000,-1.1100,1.0681,1.0681
0.7100,-1.1200,1.0650,1.0650
0.7200,-1.1300,1.0621,1.0621
0.7200,-1.1400,1.0676,1.0676
0.7300,-1.1500,1.0636,1.0636
0.7400,-1.1600,1.0597,1.0597
0.7500,-1.1700,1.0560,1.0560
0.7500,-1.1800,1.0611,1.0611
0.7600,-1.1900,1.0576,1.0576
0.7700,-1.2000,1.0543,1.0543
0.7700,-1.2100,1.0597,1.0597
0.7800,-1.2200,1.0566,1.0566
0.7900,-1.2300,1.0538,1.0538
0.7900,-1.2400,1.0594,1.0594
0.8000,-1.2500,1.0568,1.0568
0.8100,-1.2600,1.0543,1.0543
0.8200,-1.2700,1.0521,1.0521
0.8200,-1.2800,1.0580,1.0580
0.8300,-1.2900,1.0560,1.0560
0.8400,-1.3000,1.0542,1.0542
0.8500,-1.3100,1.0526,1.0526
0.8500,-1.3200,1.0588,1.0588
0.8600,-1.3300,1.0575,1.0575
0.8700,-1.3400,1.0560,1.0560
0.8700,-1.3500,1.0621,1.0621
0.8800,-1.3600,1.0604,1.0604
0.8900,-1.3700,1.0588,1.0588
0.9000,-1.3800,1.0575,1.0575
0.9100,-1.3900,1.0562,1.0562
0.9100,-1.4000,1.0628,1.0628
0.9200,-1.4100,1.0618,1.0618
0.9300,-1.4200,1.0610,1.0610
0.9400,-1.4300,1.0604,1.0604
0.9500,-1.4400,1.0600,1.0600
0.9500,-1.4500,1.0667,1.0667
0.9600,-1.4600,1.0667,1.0667
0.9700,-1.4700,1.0667,1.0667
0.9800,-1.4800,1.0667,1.0667
0.9900,-1.4900,1.0667,1.0667
0.9900,-1.5000,1.0618,1.0618
1.0000,-1.5100,1.0628,1.0628
1.0100,-1.5200,1.0639,1.0639
1.0200,-1.5300,1.0652,1.0652
1.0300,-1.5400,1.0666,1.0666
1.0400,-1.5500,1.0682,1.0682
1.0500,-1.5600,1.0700,1.0700
1.0600,-1.5700,1.0720,1.0720
1.0700,-1.5800,1.0738,1.0738
1.0800,-1.5900,1.0739,1.0739
1.0900,-1.6000,1.0741,1.0741
1.1000,-1.6100,1.0746,1.0746
1.1100,-1.6200,1.0752,1.0752
1.1100,-1.6300,1.0789,1.0789
1.1200,-1.6400,1.0819,1.0819
1.1300,-1.6500,1.0844,1.0844
1.1400,-1.6600,1.0856,1.0856
1.1500,-1.6700,1.0870,1.0870
1.1600,-1.6800,1.0879,1.0879
1.1600,-1.6900,1.0809,1.0809
1.1700,-1.7000,1.0811,1.0811
1.1800,-1.7000,1.0883,1.0883
1.1900,-1.7100,1.0887,1.0887
1.2000,-1.7200,1.0893,1.0893
1.2100,-1.7300,1.0900,1.0900
1.2200,-1.7400,1.0910,1.0910
1.2300,-1.7500,1.0921,1.0921
1.2400,-1.7600,1.0933,1.0933
1.2400,-1.7700,1.0870,1.0870
1.2500,-1.7800,1.0885,1.0885
1.2600,-1.7900,1.0902,1.0902
1.2700,-1.8000,1.0920,1.0920
1.2800,-1.8100,1.0940,1.0940
1.2900,-1.8200,1.0962,1.0962
1.3000,-1.8300,1.0985,1.0985
1.3100,-1.8300,1.1010,1.1010
1.3200,-1.8400,1.1025,1.1025
1.3300,-1.8500,1.1042,1.1042
1.3400,-1.8600,1.1051,1.1051
1.3400,-1.8700,1.1095,1.1095
1.3500,-1.8800,1.1126,1.1126
1.3600,-1.8900,1.1151,1.1151
1.3700,-1.8900,1.1088,1.1088
1.3800,-1.9000,1.1092,1.1092
1.3900,-1.9100,1.1092,1.1092
1.4000,-1.9200,1.1092,1.1092
1.4100,-1.9300,1.1092,1.1092
1.4200,-1.9400,1.1093,1.1093
1.4300,-1.9500,1.1097,1.1097
1.4400,-1.9500,1.1028,1.1028
1.4500,-1.9600,1.1034,1.1034
1.4600,-1.9700,1.1042,1.1042
1.4700,-1.9700,1.0975,1.0975
1.4800,-1.9800,1.0985,1.0985
1.4900,-1.9900,1.0997,1.0997
1.5000,-1.9900,1.0933,1.0933
1.5100,-2.0000,1.0947,1.0947
1.5200,-2.0100,1.0963,1.0963
1.5300,-2.0200,1.0981,1.0981
1.5400,-2.0200,1.0920,1.0920
1.5500,-2.0300,1.0940,1.0940
1.5600,-2.0300,1.0881,1.0881
1.5700,-2.0400,1.0902,1.0902
1.5800,-2.0400,1.0841,1.0841
1.5900,-2.0500,1.0860,1.0860
1.6000,-2.0500,1.0800,1.0800
1.6100,-2.0600,1.0822,1.0822
1.6200,-2.0600,1.0764,1.0764
1.6300,-2.0600,1.0707,1.0707
1.6400,-2.0700,1.0732,1.0732
1.6500,-2.0800,1.0760,1.0760
1.6600,-2.0800,1.0705,1.0705
1.6700,-2.0800,1.0650,1.0650
1.6800,-2.0900,1.0681,1.0681
1.6900,-2.0900,1.0628,1.0628
1.7000,-2.0900,1.0576,1.0576
1.7100,-2.0900,1.0525,1.0525
1.7200,-2.1000,1.0560,1.0560
1.7300,-2.1000,1.0510,1.0510
1.7400,-2.1000,1.0461,1.0461
1.7500,-2.1100,1.0500,1.0500
1.7600,-2.1100,1.0453,1.0453
1.7700,-2.1100,1.0406,1.0406
1.7800,-2.1100,1.0360,1.0360
1.7900,-2.1200,1.0404,1.0404
1.8000,-2.1200,1.0360,1.0360
1.8100,-2.1200,1.0315,1.0315
1.8200,-2.1300,1.0360,1.0360
1.8300,-2.1300,1.0316,1.0316
1.8400,-2.1300,1.0273,1.0273
1.8500,-2.1300,1.0231,1.0231
1.8600,-2.1400,1.0281,1.0281
1.8700,-2.1400,1.0240,1.0240
1.8800,-2.1400,1.0200,1.0200
1.8900,-2.1400,1.0162,1.0162
1.9000,-2.1500,1.0216,1.0216
1.9100,-2.1500,1.0179,1.0179
1.9200,-2.1500,1.0143,1.0143
1.9300,-2.1500,1.0107,1.0107
1.9400,-2.1600,1.0166,1.0166
1.9500,-2.1600,1.0133,1.0133
1.9600,-2.1600,1.0100,1.0100
1.9700,-2.1600,1.0068,1.0068
1.9800,-2.1700,1.0132,1.0132
1.9900,-2.1700,1.0102,1.0102
2.0000,-2.1700,1.0072,1.0072
2.0100,-2.1700,1.0044,1.0044
2.0200,-2.1800,1.0113,1.0113
2.0300,-2.1800,1.0086,1.0086
2.0400,-2.1800,1.0060,1.0060
2.0500,-2.1800,1.0035,1.0035
2.0600,-2.1800,1.0011,1.0011
2.0700,-2.1800,0.9988,0.9988
2.0800,-2.1800,0.9964,0.9964
2.0900,-2.1800,0.9938,0.9938
2.1000,-2.1700,0.9817,0.9817
2.1100,-2.1700,0.9794,0.9794
2.1200,-2.1700,0.9771,0.9771
2.1300,-2.1700,0.9749,0.9749
2.1400,-2.1600,0.9630,0.9630
2.1500,-2.1600,0.9610,0.9610
2.1600,-2.1600,0.9591,0.9591
2.1700,-2.1600,0.9572,0.9572
2.1800,-2.1500,0.9456,0.9456
2.1900,-2.1500,0.9439,0.9439
2.2000,-2.1500,0.9424,0.9424
2.2100,-2.1500,0.9409,0.9409
2.2200,-2.1400,0.9296,0.9296
2.2300,-2.1400,0.9283,0.9283
2.2400,-2.1400,0.9270,0.9270
2.2500,-2.1400,0.9259,0.9259
2.2600,-2.1300,0.9149,0.9149
2.2700,-2.1300,0.9140,0.9140
2.2800,-2.1300,0.9132,0.9132
2.2900,-2.1300,0.9124,0.9124
2.3000,-2.1200,0.9018,0.9018
2.3100,-2.1200,0.9012,0.9012
2.3200,-2.1200,0.9008,0.9008
2.3300,-2.1200,0.9004,0.9004
2.3400,-2.1100,0.8902,0.8902
2.3500,-2.1100,0.8901,0.8901
2.3600,-2.1100,0.8899,0.8899
2.3700,-2.1100,0.8886,0.8886
2.3800,-2.1000,0.8774,0.8774
2.3900,-2.1000,0.8762,0.8762
2.4000,-2.1000,0.8751,0.8751
2.4100,-2.1000,0.8742,0.8742
2.4200,-2.0900,0.8633,0.8633
2.4300,-2.0900,0.8625,0.8625
2.4400,-2.0900,0.8619,0.8619
2.4500,-2.0800,0.8513,0.8513
2.4600,-2.0800,0.8504,0.8504
2.4700,-2.0800,0.8489,0.8489
2.4800,-2.0800,0.8476,0.8476
2.4900,-2.0700,0.8365,0.8365
2.5000,-2.0700,0.8354,0.8354
2.5100,-2.0700,0.8343,0.8343
2.5200,-2.0700,0.8334,0.8334
2.5300,-2.0600,0.8227,0.8227
2.5400,-2.0600,0.8220,0.8220
2.5500,-2.0600,0.8214,0.8214
2.5600,-2.0500,0.8108,0.8108
2.5700,-2.0500,0.8093,0.8093
2.5800,-2.0500,0.8080,0.8080
2.5900,-2.0500,0.8067,0.8067
2.6000,-2.0400,0.7956,0.7956
2.6100,-2.0400,0.7945,0.7945
2.6200,-2.0400,0.7936,0.7936
2.6300,-2.0300,0.7828,0.7828
2.6400,-2.0300,0.7820,0.7820
2.6500,-2.0300,0.7814,0.7814
2.6600,-2.0300,0.7809,0.7809
2.6700,-2.0200,0.7705,0.7705
2.6800,-2.0200,0.7702,0.7702
2.6900,-2.0200,0.7701,0.7701
2.7000,-2.0200,0.7700,0.7700
2.7100,-2.0100,0.7601,0.7601
2.7200,-2.0100,0.7602,0.7602
2.7300,-2.0100,0.7605,0.7605
2.7400,-2.0000,0.7509,0.7509
2.7500,-2.0000,0.7515,0.7515
2.7600,-2.0000,0.7521,0.7521
2.7700,-1.9900,0.7429,0.7429
2.7800,-1.9900,0.7438,0.7438
2.7900,-1.9900,0.7448,0.7448
2.8000,-1.9900,0.7459,0.7459
2.8100,-1.9800,0.7373,0.7373
2.8200,-1.9800,0.7386,0.7386
2.8300,-1.9800,0.7401,0.7401
2.8400,-1.9700,0.7319,0.7319
2.8500,-1.9700,0.7336,0.7336
2.8600,-1.9700,0.7355,0.7355
2.8700,-1.9700,0.7374,0.7374
2.8800,-1.9600,0.7298,0.7298
2.8900,-1.9600,0.7320,0.7320
2.9000,-1.9600,0.7343,0.7343
2.9100,-1.9500,0.7271,0.7271
2.9200,-1.9500,0.7297,0.7297
2.9300,-1.9500,0.7324,0.7324
2.9400,-1.9400,0.7257,0.7257
2.9500,-1.9400,0.7286,0.7286
2.9600,-1.9400,0.7317,0.7317
2.9700,-1.9300,0.7254,0.7254
2.9800,-1.9300,0.7286,0.7286
2.9900,-1.9300,0.7317,0.7317
3.0000,-1.9300,0.7349,0.7349
3.0100,-1.9200,0.7287,0.7287
3.0200,-1.9200,0.7322,0.7322
3.0300,-1.9200,0.7357,0.7357
3.0400,-1.9100,0.7301,0.7301
3.0500,-1.9100,0.7338,0.7338
3.0600,-1.9100,0.7377,0.7377
3.0700,-1.9000,0.7317,0.7317
3.0800,-1.9000,0.7349,0.7349
3.0900,-1.9000,0.7382,0.7382
3.1000,-1.9000,0.7415,0.7415
3.1100,-1.8900,0.7357,0.7357
3.1200,-1.8900,0.7393,0.7393
3.1300,-1.8900,0.7431,0.7431
3.1400,-1.8800,0.7377,0.7377
3.1500,-1.8800,0.7417,0.7417
3.1600,-1.8800,0.7458,0.7458
3.1700,-1.8700,0.7410,0.7410
3.1800,-1.8700,0.7453,0.7453
3.1900,-1.8700,0.7497,0.7497
3.2000,-1.8600,0.7453,0.7453
3.2100,-1.8600,0.7497,0.7497
3.2200,-1.8600,0.7542,0.7542
3.2300,-1.8600,0.7588,0.7588
3.2400,-1.8500,0.7548,0.7548
3.2500,-1.8500,0.7596,0.7596
3.2600,-1.8500,0.7641,0.7641
3.2700,-1.8400,0.7591,0.7591
3.2800,-1.8400,0.7633,0.7633
3.2900,-1.8400,0.7676,0.7676
3.3000,-1.8300,0.7631,0.7631
3.3100,-1.8200,0.7587,0.7587
3.3200,-1.8200,0.7631,0.7631
3.3300,-1.8200,0.7673,0.7673
3.3400,-1.8200,0.7709,0.7709
3.3500,-1.8100,0.7654,0.7654
3.3600,-1.8000,0.7601,0.7601
3.3700,-1.8000,0.7641,0.7641
3.3800,-1.8000,0.7682,0.7682
3.3900,-1.7900,0.7633,0.7633
3.4000,-1.7800,0.7587,0.7587
3.4100,-1.7800,0.7631,0.7631
3.4200,-1.7700,0.7588,0.7588
3.4300,-1.7700,0.7635,0.7635
3.4400,-1.7600,0.7596,0.7596
3.4500,-1.7600,0.7641,0.7641
3.4600,-1.7500,0.7591,0.7591
3.4700,-1.7400,0.7543,0.7543
3.4800,-1.7400,0.7587,0.7587
3.4900,-1.7300,0.7542,0.7542
3.5000,-1.7200,0.7497,0.7497
3.5100,-1.7200,0.7542,0.7542
3.5200,-1.7100,0.7500,0.7500
3.5300,-1.7100,0.7548,0.7548
3.5400,-1.7000,0.7509,0.7509
3.5500,-1.6900,0.7472,0.7472
3.5600,-1.6900,0.7523,0.7523
3.5700,-1.6800,0.7491,0.7491
3.5800,-1.6700,0.7460,0.7460
3.5900,-1.6600,0.7431,0.7431
3.6000,-1.6600,0.7488,0.7488
3.6100,-1.6500,0.7463,0.7463
3.6200,-1.6400,0.7440,0.7440
3.6300,-1.6300,0.7420,0.7420
3.6400,-1.6200,0.7402,0.7402
3.6500,-1.6200,0.7465,0.7465
3.6600,-1.6100,0.7450,0.7450
3.6700,-1.6000,0.7439,0.7439
3.6800,-1.5900,0.7429,0.7429
3.6900,-1.5800,0.7422,0.7422
3.7000,-1.5700,0.7417,0.7417
3.7100,-1.5700,0.7486,0.7486
3.7200,-1.5600,0.7485,0.7485
3.7300,-1.5500,0.7485,0.7485
3.7400,-1.5400,0.7485,0.7485
3.7500,-1.5300,0.7485,0.7485
3.7600,-1.5200,0.7485,0.7485
3.7700,-1.5100,0.7486,0.7486
3.7800,-1.5000,0.7490,0.7490
3.7900,-1.4900,0.7496,0.7496
3.8000,-1.4800,0.7504,0.7504
3.8100,-1.4700,0.7515,0.7515
3.8200,-1.4600,0.7528,0.7528
3.8300,-1.4500,0.7543,0.7543
3.8400,-1.4400,0.7560,0.7560
3.8500,-1.4300,0.7580,0.7580
3.8600,-1.4200,0.7602,0.7602
3.8700,-1.4100,0.7627,0.7627
3.8700,-1.4000,0.7570,0.7570
3.8800,-1.3900,0.7598,0.7598
3.8900,-1.3800,0.7627,0.7627
3.9000,-1.3700,0.7653,0.7653
3.9100,-1.3600,0.7682,0.7682
3.9200,-1.3500,0.7713,0.7713
3.9300,-1.3400,0.7746,0.7746
3.9400,-1.3300,0.7782,0.7782
3.9400,-1.3200,0.7732,0.7732
3.9500,-1.3100,0.7771,0.7771
3.9600,-1.3000,0.7812,0.7812
3.9700,-1.2900,0.7841,0.7841
3.9800,-1.2800,0.7860,0.7860
3.9900,-1.2700,0.7881,0.7881
3.9900,-1.2600,0.7823,0.7823
4.0000,-1.2500,0.7848,0.7848
4.0100,-1.2400,0.7875,0.7875
4.0200,-1.2300,0.7904,0.7904
4.0200,-1.2200,0.7851,0.7851
4.0300,-1.2100,0.7884,0.7884
4.0400,-1.2000,0.7919,0.7919
4.0500,-1.1900,0.7955,0.7955
4.0600,-1.1800,0.7994,0.7994
4.0600,-1.1700,0.7947,0.7947
4.0700,-1.1600,0.7989,0.7989
4.0700,-1.1500,0.7940,0.7940
4.0800,-1.1400,0.7963,0.7963
4.0900,-1.1300,0.7987,0.7987
4.1000,-1.1200,0.8014,0.8014
4.1000,-1.1100,0.7959,0.7959
4.1100,-1.1000,0.7989,0.7989
4.1200,-1.0900,0.8021,0.8021
4.1300,-1.0800,0.8055,0.8055
4.1300,-1.0700,0.8005,0.8005
4.1400,-1.0600,0.8043,0.8043
4.1500,-1.0500,0.8082,0.8082
4.1500,-1.0400,0.8035,0.8035
4.1600,-1.0300,0.8070,0.8070
4.1700,-1.0200,0.8097,0.8097
4.1800,-1.0100,0.8127,0.8127
4.1800,-1.0000,0.8074,0.8074
4.1900,-0.9900,0.8107,0.8107
4.2000,-0.9800,0.8142,0.8142
4.2000,-0.9700,0.8092,0.8092
4.2100,-0.9600,0.8130,0.8130
4.2200,-0.9500,0.8171,0.8171
4.2200,-0.9400,0.8124,0.8124
4.2300,-0.9300,0.8168,0.8168
4.2400,-0.9200,0.8213,0.8213
4.2400,-0.9100,0.8168,0.8168
4.2500,-0.9000,0.8213,0.8213
4.2600,-0.8900,0.8257,0.8257
4.2700,-0.8800,0.8304,0.8304
4.2700,-0.8700,0.8261,0.8261
4.2800,-0.8600,0.8306,0.8306
4.2900,-0.8500,0.8348,0.8348
4.2900,-0.8400,0.8302,0.8302
4.3000,-0.8300,0.8347,0.8347
4.3100,-0.8200,0.8394,0.8394
4.3100,-0.8100,0.8352,0.8352
4.3200,-0.8000,0.8402,0.8402
4.3300,-0.7900,0.8454,0.8454
4.3300,-0.7800,0.8415,0.8415
4.3400,-0.7700,0.8470,0.8470
4.3500,-0.7600,0.8527,0.8527
4.3600,-0.7500,0.8586,0.8586
4.3600,-0.7400,0.8552,0.8552
4.3700,-0.7300,0.8614,0.8614
4.3800,-0.7200,0.8666,0.8666
4.3800,-0.7100,0.8625,0.8625
4.3900,-0.7000,0.8665,0.8665
4.4000,-0.6900,0.8706,0.8706
4.4100,-0.6800,0.8749,0.8749
4.4100,-0.6700,0.8705,0.8705
4.4200,-0.6600,0.8751,0.8751
4.4300,-0.6500,0.8799,0.8799
4.4300,-0.6400,0.8758,0.8758
4.4400,-0.6300,0.8809,0.8809
4.4500,-0.6200,0.8862,0.8862
4.4600,-0.6100,0.8916,0.8916
4.4700,-0.6000,0.8972,0.8972
4.4700,-0.5900,0.8937,0.8937
4.4800,-0.5800,0.8996,0.8996
4.4900,-0.5700,0.9057,0.9057
4.5000,-0.5600,0.9119,0.9119
4.5000,-0.5500,0.9088,0.9088
4.5100,-0.5400,0.9152,0.9152
4.5200,-0.5300,0.9197,0.9197
4.5300,-0.5200,0.9242,0.9242
4.5400,-0.5100,0.9288,0.9288
4.5500,-0.5000,0.9337,0.9337
4.5500,-0.4900,0.9296,0.9296
4.5600,-0.4800,0.9347,0.9347
4.5700,-0.4700,0.9400,0.9400
4.5800,-0.4600,0.9455,0.9455
4.5900,-0.4500,0.9510,0.9510
4.5900,-0.4400,0.9465,0.9465
4.6000,-0.4300,0.9512,0.9512
4.6100,-0.4200,0.9548,0.9548
4.6200,-0.4100,0.9555,0.9555
4.6300,-0.4000,0.9565,0.9565
4.6400,-0.3900,0.9576,0.9576
4.6400,-0.3800,0.9512,0.9512
4.6500,-0.3700,0.9526,0.9526
4.6600,-0.3600,0.9542,0.9542
4.6700,-0.3500,0.9560,0.9560
4.6800,-0.3400,0.9580,0.9580
4.6800,-0.3300,0.9521,0.9521
4.6900,-0.3200,0.9544,0.9544
4.7000,-0.3100,0.9568,0.9568
4.7100,-0.3000,0.9595,0.9595
4.7200,-0.2900,0.9623,0.9623
4.7300,-0.2800,0.9640,0.9640
4.7300,-0.2700,0.9600,0.9600
4.7400,-0.2600,0.9633,0.9633
4.7500,-0.2500,0.9667,0.9667
4.7600,-0.2400,0.9653,0.9653
4.7700,-0.2300,0.9640,0.9640
4.7700,-0.2200,0.9630,0.9630
4.7800,-0.2100,0.9640,0.9640
4.7900,-0.2000,0.9653,0.9653
4.8000,-0.1900,0.9667,0.9667
4.8100,-0.1800,0.9679,0.9679
4.8200,-0.1700,0.9678,0.9678
4.8200,-0.1600,0.9640,0.9640
4.8300,-0.1500,0.9661,0.9661
4.8400,-0.1400,0.9678,0.9678
4.8500,-0.1300,0.9651,0.9651
4.8600,-0.1200,0.9623,0.9623
4.8700,-0.1100,0.9595,0.9595
4.8800,-0.1000,0.9568,0.9568
4.8900,-0.0900,0.9544,0.9544
4.8900,-0.0800,0.9602,0.9602
4.9000,-0.0700,0.9580,0.9580
4.9100,-0.0600,0.9560,0.9560
4.9200,-0.0500,0.9542,0.9542
4.9200,-0.0400,0.9604,0.9604
4.9300,-0.0300,0.9589,0.9589
4.9400,-0.0200,0.9576,0.9576
4.9500,-0.0100,0.9565,0.9565
4.9600,0.0000,0.9555,0.9555
4.9700,0.0100,0.9548,0.9548
4.9800,0.0200,0.9515,0.9515
4.9900,0.0300,0.9485,0.9485
5.0000,0.0400,0.9456,0.9456
5.0100,0.0500,0.9429,0.9429
5.0200,0.0600,0.9404,0.9404
5.0300,0.0700,0.9381,0.9381
5.0300,0.0800,0.9440,0.9440
5.0400,0.0900,0.9420,0.9420
5.0500,0.1000,0.9402,0.9402
5.0600,0.1100,0.9386,0.9386
5.0700,0.1200,0.9371,0.9371
5.0800,0.1300,0.9359,0.9359
5.0900,0.1400,0.9341,0.9341
5.1000,0.1500,0.9323,0.9323
5.1100,0.1600,0.9308,0.9308
5.1200,0.1700,0.9294,0.9294
5.1300,0.1800,0.9283,0.9283
5.1400,0.1900,0.9273,0.9273
5.1500,0.2000,0.9240,0.9240
5.1600,0.2100,0.9208,0.9208
5.1700,0.2200,0.9179,0.9179
5.1800,0.2300,0.9151,0.9151
5.1900,0.2400,0.9126,0.9126
5.2000,0.2500,0.9102,0.9102
5.2100,0.2600,0.9080,0.9080
5.2200,0.2700,0.9060,0.9060
5.2200,0.2800,0.9121,0.9121
5.2300,0.2900,0.9104,0.9104
5.2400,0.3000,0.9090,0.9090
5.2500,0.3100,0.9070,0.9070
5.2600,0.3200,0.9040,0.9040
5.2700,0.3300,0.9012,0.9012
5.2800,0.3400,0.8986,0.8986
5.2900,0.3500,0.8962,0.8962
5.3000,0.3600,0.8940,0.8940
5.3100,0.3700,0.8920,0.8920
5.3200,0.3800,0.8902,0.8902
5.3300,0.3900,0.8886,0.8886
5.3400,0.4000,0.8872,0.8872
5.3500,0.4100,0.8860,0.8860
5.3600,0.4200,0.8849,0.8849
5.3700,0.4300,0.8841,0.8841
5.3800,0.4400,0.8823,0.8823
5.3900,0.4500,0.8801,0.8801
5.4000,0.4600,0.8780,0.8780
5.4100,0.4700,0.8762,0.8762
5.4200,0.4800,0.8745,0.8745
5.4300,0.4900,0.8731,0.8731
5.4400,0.5000,0.8719,0.8719
5.4500,0.5100,0.8708,0.8708
5.4600,0.5200,0.8700,0.8700
5.4700,0.5300,0.8694,0.8694
5.4800,0.5400,0.8690,0.8690
5.4900,0.5500,0.8688,0.8688
5.5000,0.5600,0.8680,0.8680
5.5100,0.5700,0.8652,0.8652
5.5200,0.5800,0.8626,0.8626
5.5300,0.5900,0.8602,0.8602
5.5400,0.6000,0.8580,0.8580
5.5500,0.6100,0.8560,0.8560
5.5600,0.6200,0.8543,0.8543
5.5700,0.6300,0.8527,0.8527
5.5800,0.6400,0.8513,0.8513
5.5900,0.6500,0.8502,0.8502
5.6000,0.6600,0.8492,0.8492
5.6100,0.6700,0.8485,0.8485
5.6200,0.6800,0.8479,0.8479
5.6300,0.6900,0.8476,0.8476
5.6400,0.7000,0.8475,0.8475
5.6500,0.7100,0.8464,0.8464
5.6600,0.7100,0.8420,0.8420
5.6700,0.7200,0.8402,0.8402
5.6800,0.7300,0.8386,0.8386
5.6900,0.7400,0.8372,0.8372
5.7000,0.7500,0.8361,0.8361
5.7100,0.7600,0.8351,0.8351
5.7200,0.7700,0.8343,0.8343
5.7300,0.7800,0.8338,0.8338
5.7400,0.7900,0.8335,0.8335
5.7500,0.8000,0.8334,0.8334
5.7600,0.8100,0.8334,0.8334
5.7700,0.8200,0.8319,0.8319
5.7800,0.8300,0.8291,0.8291
5.7900,0.8400,0.8266,0.8266
5.8000,0.8500,0.8242,0.8242
