# x_m,y_m,w_tr_right_m,w_tr_left_m
1.6600,4.2400,0.6159,0.6159
1.6500,4.2500,0.6083,0.6083
1.6400,4.2500,0.6106,0.6106
1.6300,4.2600,0.6026,0.6026
1.6200,4.2600,0.6035,0.6035
1.6100,4.2700,0.5946,0.5946
1.6000,4.2700,0.5958,0.5958
1.5900,4.2700,0.5972,0.5972
1.5800,4.2800,0.5888,0.5888
1.5700,4.2800,0.5905,0.5905
1.5600,4.2900,0.5825,0.5825
1.5500,4.2900,0.5845,0.5845
1.5400,4.2900,0.5866,0.5866
1.5300,4.3000,0.5791,0.5791
1.5200,4.3000,0.5815,0.5815
1.5100,4.3000,0.5841,0.5841
1.5000,4.3000,0.5868,0.5868
1.4900,4.3000,0.5896,0.5896
1.4800,4.3000,0.5926,0.5926
1.4700,4.3100,0.5862,0.5862
1.4600,4.3100,0.5868,0.5868
1.4500,4.3100,0.5801,0.5801
1.4400,4.3100,0.5736,0.5736
1.4300,4.3100,0.5671,0.5671
1.4200,4.3100,0.5607,0.5607
1.4100,4.3100,0.5544,0.5544
1.4000,4.3100,0.5482,0.5482
1.3900,4.3100,0.5420,0.5420
1.3800,4.3100,0.5360,0.5360
1.3700,4.3100,0.5301,0.5301
1.3600,4.3100,0.5243,0.5243
1.3500,4.3200,0.5268,0.5268
1.3400,4.3200,0.5213,0.5213
1.3300,4.3200,0.5159,0.5159
1.3200,4.3200,0.5106,0.5106
1.3100,4.3200,0.5054,0.5054
1.3000,4.3200,0.5003,0.5003
1.2900,4.3200,0.4954,0.4954
1.2800,4.3200,0.4906,0.4906
1.2700,4.3200,0.4859,0.4859
1.2600,4.3200,0.4814,0.4814
1.2500,4.3200,0.4770,0.4770
1.2400,4.3300,0.4818,0.4818
1.2300,4.3300,0.4778,0.4778
1.2200,4.3300,0.4738,0.4738
1.2100,4.3300,0.4701,0.4701
1.2000,4.3300,0.4665,0.4665
1.1900,4.3300,0.4630,0.4630
1.1800,4.3300,0.4597,0.4597
1.1700,4.3300,0.4566,0.4566
1.1600,4.3300,0.4536,0.4536
1.1500,4.3300,0.4508,0.4508
1.1400,4.3400,0.4579,0.4579
1.1300,4.3400,0.4554,0.4554
1.1200,4.3400,0.4532,0.4532
1.1100,4.3400,0.4511,0.4511
1.1000,4.3400,0.4492,0.4492
1.0900,4.3400,0.4474,0.4474
1.0800,4.3400,0.4459,0.4459
1.0700,4.3400,0.4445,0.4445
1.0600,4.3400,0.4433,0.4433
1.0500,4.3400,0.4423,0.4423
1.0400,4.3500,0.4515,0.4515
1.0300,4.3500,0.4508,0.4508
1.0200,4.3500,0.4504,0.4504
1.0100,4.3500,0.4501,0.4501
1.0000,4.3500,0.4500,0.4500
0.9900,4.3500,0.4501,0.4501
0.9800,4.3500,0.4504,0.4504
0.9700,4.3500,0.4508,0.4508
0.9600,4.3600,0.4614,0.4614
0.9500,4.3600,0.4622,0.4622
0.9400,4.3600,0.4632,0.4632
0.9300,4.3600,0.4644,0.4644
0.9200,4.3600,0.4657,0.4657
0.9100,4.3600,0.4672,0.4672
0.9000,4.3600,0.4689,0.4689
0.8900,4.3600,0.4707,0.4707
0.8800,4.3600,0.4727,0.4727
0.8700,4.3700,0.4846,0.4846
0.8600,4.3700,0.4869,0.4869
0.8500,4.3700,0.4894,0.4894
0.8400,4.3700,0.4920,0.4920
0.8300,4.3700,0.4948,0.4948
0.8200,4.3700,0.4977,0.4977
0.8100,4.3700,0.5008,0.5008
0.8000,4.3700,0.5041,0.5041
0.7900,4.3800,0.5168,0.5168
0.7800,4.3800,0.5203,0.5203
0.7700,4.3800,0.5239,0.5239
0.7600,4.3800,0.5277,0.5277
0.7500,4.3800,0.5316,0.5316
0.7400,4.3800,0.5356,0.5356
0.7300,4.3800,0.5398,0.5398
0.7200,4.3800,0.5440,0.5440
0.7100,4.3900,0.5574,0.5574
0.7000,4.3900,0.5619,0.5619
0.6900,4.3900,0.5665,0.5665
0.6800,4.3900,0.5712,0.5712
0.6700,4.3900,0.5760,0.5760
0.6600,4.3900,0.5810,0.5810
0.6500,4.3900,0.5860,0.5860
0.6400,4.3900,0.5912,0.5912
0.6300,4.4000,0.6049,0.6049
0.6200,4.4000,0.6102,0.6102
0.6100,4.4000,0.6156,0.6156
0.6000,4.4000,0.6211,0.6211
0.5900,4.4000,0.6267,0.6267
0.5800,4.4000,0.6324,0.6324
0.5700,4.4000,0.6382,0.6382
0.5600,4.4000,0.6440,0.6440
0.5500,4.4100,0.6580,0.6580
0.5400,4.4100,0.6640,0.6640
0.5300,4.4100,0.6701,0.6701
0.5200,4.4100,0.6762,0.6762
0.5100,4.4100,0.6824,0.6824
0.5000,4.4100,0.6887,0.6887
0.4900,4.4100,0.6951,0.6951
0.4800,4.4100,0.7016,0.7016
0.4700,4.4200,0.7157,0.7157
0.4600,4.4200,0.7222,0.7222
0.4500,4.4200,0.7276,0.7276
0.4400,4.4200,0.7324,0.7324
0.4300,4.4200,0.7368,0.7368
0.4200,4.4200,0.7393,0.7393
0.4100,4.4200,0.7420,0.7420
0.4000,4.4200,0.7448,0.7448
0.3900,4.4200,0.7472,0.7472
0.3800,4.4300,0.7395,0.7395
0.3700,4.4300,0.7417,0.7417
0.3600,4.4300,0.7438,0.7438
0.3500,4.4300,0.7448,0.7448
0.3400,4.4300,0.7459,0.7459
0.3300,4.4300,0.7472,0.7472
0.3200,4.4300,0.7485,0.7485
0.3100,4.4300,0.7500,0.7500
0.3000,4.4300,0.7516,0.7516
0.2900,4.4300,0.7533,0.7533
0.2800,4.4300,0.7548,0.7548
0.2700,4.4300,0.7559,0.7559
0.2600,4.4300,0.7571,0.7571
0.2500,4.4300,0.7584,0.7584
0.2400,4.4300,0.7599,0.7599
0.2300,4.4300,0.7615,0.7615
0.2200,4.4300,0.7631,0.7631
0.2100,4.4300,0.7649,0.7649
0.2000,4.4300,0.7668,0.7668
0.1900,4.4300,0.7683,0.7683
0.1800,4.4300,0.7698,0.7698
0.1700,4.4300,0.7713,0.7713
0.1600,4.4300,0.7730,0.7730
0.1500,4.4300,0.7748,0.7748
0.1400,4.4200,0.7865,0.7865
0.1300,4.4200,0.7884,0.7884
0.1200,4.4200,0.7905,0.7905
0.1100,4.4200,0.7927,0.7927
0.1000,4.4200,0.7950,0.7950
0.0900,4.4200,0.7974,0.7974
0.0800,4.4200,0.7999,0.7999
0.0700,4.4100,0.8121,0.8121
0.0600,4.4100,0.8148,0.8148
0.0500,4.4100,0.8176,0.8176
0.0400,4.4100,0.8198,0.8198
0.0300,4.4100,0.8220,0.8220
0.0200,4.4100,0.8240,0.8240
0.0100,4.4100,0.8257,0.8257
0.0000,4.4000,0.8374,0.8374
-0.0100,4.4000,0.8390,0.8390
-0.0200,4.4000,0.8405,0.8405
-0.0300,4.4000,0.8409,0.8409
-0.0400,4.4000,0.8413,0.8413
-0.0500,4.4000,0.8419,0.8419
-0.0600,4.4000,0.8426,0.8426
-0.0700,4.3900,0.8534,0.8534
-0.0800,4.3900,0.8543,0.8543
-0.0900,4.3900,0.8552,0.8552
-0.1000,4.3900,0.8563,0.8563
-0.1100,4.3900,0.8575,0.8575
-0.1200,4.3900,0.8589,0.8589
-0.1300,4.3900,0.8603,0.8603
-0.1400,4.3900,0.8618,0.8618
-0.1500,4.3900,0.8634,0.8634
-0.1600,4.3900,0.8651,0.8651
-0.1700,4.4000,0.8571,0.8571
-0.1800,4.4000,0.8590,0.8590
-0.1900,4.4000,0.8610,0.8610
-0.2000,4.4000,0.8632,0.8632
-0.2100,4.4000,0.8654,0.8654
-0.2200,4.4000,0.8677,0.8677
-0.2300,4.4100,0.8603,0.8603
-0.2400,4.4100,0.8618,0.8618
-0.2500,4.4100,0.8634,0.8634
-0.2600,4.4100,0.8651,0.8651
-0.2700,4.4100,0.8669,0.8669
-0.2800,4.4200,0.8590,0.8590
-0.2900,4.4200,0.8610,0.8610
-0.3000,4.4200,0.8632,0.8632
-0.3100,4.4300,0.8557,0.8557
-0.3200,4.4300,0.8580,0.8580
-0.3300,4.4300,0.8605,0.8605
-0.3400,4.4300,0.8619,0.8619
-0.3500,4.4400,0.8526,0.8526
-0.3600,4.4400,0.8534,0.8534
-0.3700,4.4400,0.8543,0.8543
-0.3800,4.4400,0.8552,0.8552
-0.3900,4.4400,0.8563,0.8563
-0.4000,4.4500,0.8476,0.8476
-0.4100,4.4500,0.8489,0.8489
-0.4200,4.4500,0.8504,0.8504
-0.4300,4.4500,0.8519,0.8519
-0.4400,4.4600,0.8437,0.8437
-0.4500,4.4600,0.8454,0.8454
-0.4600,4.4600,0.8473,0.8473
-0.4700,4.4600,0.8492,0.8492
-0.4800,4.4600,0.8513,0.8513
-0.4900,4.4600,0.8534,0.8534
-0.5000,4.4700,0.8454,0.8454
-0.5100,4.4700,0.8473,0.8473
-0.5200,4.4700,0.8492,0.8492
-0.5300,4.4700,0.8513,0.8513
-0.5400,4.4700,0.8534,0.8534
-0.5500,4.4800,0.8454,0.8454
-0.5600,4.4800,0.8473,0.8473
-0.5700,4.4800,0.8492,0.8492
-0.5800,4.4800,0.8513,0.8513
-0.5900,4.4800,0.8534,0.8534
-0.6000,4.4900,0.8459,0.8459
-0.6100,4.4900,0.8483,0.8483
-0.6200,4.4900,0.8508,0.8508
-0.6300,4.4900,0.8534,0.8534
-0.6400,4.4900,0.8560,0.8560
-0.6500,4.5000,0.8492,0.8492
-0.6600,4.5000,0.8502,0.8502
-0.6700,4.5000,0.8505,0.8505
-0.6800,4.5000,0.8508,0.8508
-0.6900,4.5100,0.8413,0.8413
-0.7000,4.5100,0.8419,0.8419
-0.7100,4.5100,0.8426,0.8426
-0.7200,4.5100,0.8434,0.8434
-0.7300,4.5100,0.8443,0.8443
-0.7400,4.5200,0.8354,0.8354
-0.7500,4.5200,0.8365,0.8365
-0.7600,4.5200,0.8377,0.8377
-0.7700,4.5200,0.8390,0.8390
-0.7800,4.5200,0.8405,0.8405
-0.7900,4.5300,0.8321,0.8321
-0.8000,4.5300,0.8338,0.8338
-0.8100,4.5300,0.8356,0.8356
-0.8200,4.5300,0.8374,0.8374
-0.8300,4.5300,0.8394,0.8394
-0.8400,4.5300,0.8415,0.8415
-0.8500,4.5400,0.8339,0.8339
-0.8600,4.5400,0.8362,0.8362
-0.8700,4.5400,0.8386,0.8386
-0.8800,4.5400,0.8411,0.8411
-0.8900,4.5400,0.8437,0.8437
-0.9000,4.5400,0.8464,0.8464
-0.9100,4.5500,0.8396,0.8396
-0.9200,4.5500,0.8425,0.8425
-0.9300,4.5500,0.8456,0.8456
-0.9400,4.5500,0.8487,0.8487
-0.9500,4.5500,0.8501,0.8501
-0.9600,4.5600,0.8402,0.8402
-0.9700,4.5600,0.8405,0.8405
-0.9800,4.5600,0.8409,0.8409
-0.9900,4.5600,0.8413,0.8413
-1.0000,4.5600,0.8419,0.8419
-1.0100,4.5600,0.8426,0.8426
-1.0200,4.5600,0.8434,0.8434
-1.0300,4.5600,0.8443,0.8443
-1.0400,4.5700,0.8354,0.8354
-1.0500,4.5700,0.8365,0.8365
-1.0600,4.5700,0.8377,0.8377
-1.0700,4.5700,0.8390,0.8390
-1.0800,4.5700,0.8405,0.8405
-1.0900,4.5700,0.8420,0.8420
-1.1000,4.5700,0.8420,0.8420
-1.1100,4.5700,0.8392,0.8392
-1.1200,4.5700,0.8361,0.8361
-1.1300,4.5800,0.8394,0.8394
-1.1400,4.5800,0.8396,0.8396
-1.1500,4.5800,0.8368,0.8368
-1.1600,4.5800,0.8341,0.8341
-1.1700,4.5800,0.8315,0.8315
-1.1800,4.5800,0.8289,0.8289
-1.1900,4.5900,0.8362,0.8362
-1.2000,4.5900,0.8339,0.8339
-1.2100,4.5900,0.8315,0.8315
-1.2200,4.5900,0.8289,0.8289
-1.2300,4.5900,0.8265,0.8265
-1.2400,4.5900,0.8242,0.8242
-1.2500,4.5900,0.8220,0.8220
-1.2600,4.5900,0.8198,0.8198
-1.2700,4.5900,0.8178,0.8178
-1.2800,4.5900,0.8159,0.8159
-1.2900,4.5900,0.8141,0.8141
-1.3000,4.5900,0.8124,0.8124
-1.3100,4.6000,0.8207,0.8207
-1.3200,4.6000,0.8192,0.8192
-1.3300,4.6000,0.8179,0.8179
-1.3400,4.6000,0.8166,0.8166
-1.3500,4.6000,0.8155,0.8155
-1.3600,4.6000,0.8144,0.8144
-1.3700,4.6000,0.8135,0.8135
-1.3800,4.6100,0.8205,0.8205
-1.3900,4.6100,0.8176,0.8176
-1.4000,4.6100,0.8148,0.8148
-1.4100,4.6100,0.8121,0.8121
-1.4200,4.6100,0.8096,0.8096
-1.4300,4.6100,0.8071,0.8071
-1.4400,4.6100,0.8047,0.8047
-1.4500,4.6100,0.8024,0.8024
-1.4600,4.6100,0.8003,0.8003
-1.4700,4.6100,0.7982,0.7982
-1.4800,4.6100,0.7963,0.7963
-1.4900,4.6200,0.8043,0.8043
-1.5000,4.6200,0.8024,0.8024
-1.5100,4.6200,0.8003,0.8003
-1.5200,4.6200,0.7982,0.7982
-1.5300,4.6200,0.7963,0.7963
-1.5400,4.6200,0.7944,0.7944
-1.5500,4.6200,0.7927,0.7927
-1.5600,4.6200,0.7911,0.7911
-1.5700,4.6200,0.7896,0.7896
-1.5800,4.6200,0.7881,0.7881
-1.5900,4.6200,0.7868,0.7868
-1.6000,4.6200,0.7857,0.7857
-1.6100,4.6200,0.7846,0.7846
-1.6200,4.6300,0.7936,0.7936
-1.6300,4.6300,0.7927,0.7927
-1.6400,4.6300,0.7920,0.7920
-1.6500,4.6300,0.7914,0.7914
-1.6600,4.6300,0.7909,0.7909
-1.6700,4.6300,0.7905,0.7905
-1.6800,4.6300,0.7902,0.7902
-1.6900,4.6400,0.8001,0.8001
-1.7000,4.6400,0.8000,0.8000
-1.7100,4.6400,0.8000,0.8000
-1.7200,4.6400,0.8000,0.8000
-1.7300,4.6400,0.8000,0.8000
-1.7400,4.6400,0.7994,0.7994
-1.7500,4.6400,0.7981,0.7981
-1.7600,4.6400,0.7968,0.7968
-1.7700,4.6400,0.7956,0.7956
-1.7800,4.6400,0.7945,0.7945
-1.7900,4.6400,0.7936,0.7936
-1.8000,4.6400,0.7927,0.7927
-1.8100,4.6400,0.7920,0.7920
-1.8200,4.6400,0.7914,0.7914
-1.8300,4.6400,0.7909,0.7909
-1.8400,4.6500,0.8005,0.8005
-1.8500,4.6500,0.8002,0.8002
-1.8600,4.6500,0.8001,0.8001
-1.8700,4.6500,0.8000,0.8000
-1.8800,4.6500,0.8000,0.8000
-1.8900,4.6500,0.8000,0.8000
-1.9000,4.6500,0.8000,0.8000
-1.9100,4.6500,0.8000,0.8000
-1.9200,4.6500,0.8000,0.8000
-1.9300,4.6500,0.8000,0.8000
-1.9400,4.6500,0.8000,0.8000
-1.9500,4.6500,0.8000,0.8000
-1.9600,4.6500,0.8000,0.8000
-1.9700,4.6500,0.8000,0.8000
-1.9800,4.6500,0.8000,0.8000
-1.9900,4.6500,0.8000,0.8000
-2.0000,4.6500,0.8000,0.8000
-2.0100,4.6500,0.8000,0.8000
-2.0200,4.6500,0.8000,0.8000
-2.0300,4.6600,0.8100,0.8100
-2.0400,4.6600,0.8100,0.8100
-2.0500,4.6600,0.8100,0.8100
-2.0600,4.6600,0.8100,0.8100
-2.0700,4.6600,0.8100,0.8100
-2.0800,4.6600,0.8100,0.8100
-2.0900,4.6600,0.8100,0.8100
-2.1000,4.6600,0.8100,0.8100
-2.1100,4.6600,0.8100,0.8100
-2.1200,4.6600,0.8100,0.8100
-2.1300,4.6600,0.8100,0.8100
-2.1400,4.6600,0.8100,0.8100
-2.1500,4.6600,0.8093,0.8093
-2.1600,4.6600,0.8080,0.8080
-2.1700,4.6600,0.8067,0.8067
-2.1800,4.6600,0.8055,0.8055
-2.1900,4.6600,0.8045,0.8045
-2.2000,4.6600,0.8035,0.8035
-2.2100,4.6600,0.8027,0.8027
-2.2200,4.6600,0.8020,0.8020
-2.2300,4.6600,0.8014,0.8014
-2.2400,4.6700,0.8109,0.8109
-2.2500,4.6700,0.8105,0.8105
-2.2600,4.6700,0.8102,0.8102
-2.2700,4.6700,0.8101,0.8101
-2.2800,4.6700,0.8100,0.8100
-2.2900,4.6700,0.8100,0.8100
-2.3000,4.6700,0.8100,0.8100
-2.3100,4.6700,0.8100,0.8100
-2.3200,4.6700,0.8100,0.8100
-2.3300,4.6700,0.8100,0.8100
-2.3400,4.6700,0.8100,0.8100
-2.3500,4.6700,0.8100,0.8100
-2.3600,4.6700,0.8100,0.8100
-2.3700,4.6700,0.8100,0.8100
-2.3800,4.6700,0.8093,0.8093
-2.3900,4.6700,0.8080,0.8080
-2.4000,4.6700,0.8067,0.8067
-2.4100,4.6700,0.8055,0.8055
-2.4200,4.6700,0.8045,0.8045
-2.4300,4.6700,0.8035,0.8035
-2.4400,4.6700,0.8027,0.8027
-2.4500,4.6700,0.8020,0.8020
-2.4600,4.6700,0.8014,0.8014
-2.4700,4.6700,0.8009,0.8009
-2.4800,4.6700,0.8005,0.8005
-2.4900,4.6700,0.8002,0.8002
-2.5000,4.6700,0.8001,0.8001
-2.5100,4.6700,0.8000,0.8000
-2.5200,4.6700,0.8000,0.8000
-2.5300,4.6700,0.8000,0.8000
-2.5400,4.6800,0.8100,0.8100
-2.5500,4.6800,0.8100,0.8100
-2.5600,4.6800,0.8100,0.8100
-2.5700,4.6800,0.8100,0.8100
-2.5800,4.6800,0.8100,0.8100
-2.5900,4.6800,0.8100,0.8100
-2.6000,4.6800,0.8100,0.8100
-2.6100,4.6800,0.8100,0.8100
-2.6200,4.6800,0.8100,0.8100
-2.6300,4.6800,0.8100,0.8100
-2.6400,4.6800,0.8100,0.8100
-2.6500,4.6800,0.8100,0.8100
-2.6600,4.6800,0.8100,0.8100
-2.6700,4.6800,0.8100,0.8100
-2.6800,4.6800,0.8100,0.8100
-2.6900,4.6800,0.8100,0.8100
-2.7000,4.6800,0.8100,0.8100
-2.7100,4.6800,0.8100,0.8100
-2.7200,4.6800,0.8100,0.8100
-2.7300,4.6800,0.8100,0.8100
-2.7400,4.6800,0.8100,0.8100
-2.7500,4.6800,0.8100,0.8100
-2.7600,4.6800,0.8100,0.8100
-2.7700,4.6800,0.8100,0.8100
-2.7800,4.6800,0.8100,0.8100
-2.7900,4.6800,0.8100,0.8100
-2.8000,4.6800,0.8100,0.8100
-2.8100,4.6900,0.8200,0.8200
-2.8200,4.6900,0.8200,0.8200
-2.8300,4.6900,0.8200,0.8200
-2.8400,4.6900,0.8192,0.8192
-2.8500,4.6900,0.8179,0.8179
-2.8600,4.6900,0.8166,0.8166
-2.8700,4.6900,0.8155,0.8155
-2.8800,4.6900,0.8144,0.8144
-2.8900,4.6900,0.8135,0.8135
-2.9000,4.6900,0.8127,0.8127
-2.9100,4.6900,0.8120,0.8120
-2.9200,4.6900,0.8114,0.8114
-2.9300,4.6900,0.8109,0.8109
-2.9400,4.6900,0.8105,0.8105
-2.9500,4.6900,0.8102,0.8102
-2.9600,4.6900,0.8101,0.8101
-2.9700,4.6900,0.8100,0.8100
-2.9800,4.6900,0.8100,0.8100
-2.9900,4.6900,0.8100,0.8100
-3.0000,4.6900,0.8100,0.8100
-3.0100,4.6900,0.8100,0.8100
-3.0200,4.6900,0.8100,0.8100
-3.0300,4.6900,0.8100,0.8100
-3.0400,4.6900,0.8100,0.8100
-3.0500,4.6900,0.8100,0.8100
-3.0600,4.6900,0.8100,0.8100
-3.0700,4.6900,0.8100,0.8100
-3.0800,4.6900,0.8100,0.8100
-3.0900,4.6900,0.8100,0.8100
-3.1000,4.6900,0.8100,0.8100
-3.1100,4.6900,0.8100,0.8100
-3.1200,4.6900,0.8100,0.8100
-3.1300,4.6900,0.8100,0.8100
-3.1400,4.6900,0.8100,0.8100
-3.1500,4.6900,0.8100,0.8100
-3.1600,4.6900,0.8100,0.8100
-3.1700,4.6900,0.8100,0.8100
-3.1800,4.6900,0.8100,0.8100
-3.1900,4.6900,0.8100,0.8100
-3.2000,4.6900,0.8100,0.8100
-3.2100,4.6900,0.8101,0.8101
-3.2200,4.6900,0.8102,0.8102
-3.2300,4.6900,0.8105,0.8105
-3.2400,4.6800,0.8009,0.8009
-3.2500,4.6800,0.8014,0.8014
-3.2600,4.6800,0.8020,0.8020
-3.2700,4.6800,0.8027,0.8027
-3.2800,4.6800,0.8035,0.8035
-3.2900,4.6800,0.8045,0.8045
-3.3000,4.6800,0.8055,0.8055
-3.3100,4.6800,0.8067,0.8067
-3.3200,4.6800,0.8080,0.8080
-3.3300,4.6800,0.8093,0.8093
-3.3400,4.6800,0.8108,0.8108
-3.3500,4.6800,0.8124,0.8124
-3.3600,4.6800,0.8141,0.8141
-3.3700,4.6800,0.8159,0.8159
-3.3800,4.6800,0.8178,0.8178
-3.3900,4.6800,0.8198,0.8198
-3.4000,4.6800,0.8220,0.8220
-3.4100,4.6800,0.8242,0.8242
-3.4200,4.6800,0.8265,0.8265
-3.4300,4.6700,0.8192,0.8192
-3.4400,4.6700,0.8218,0.8218
-3.4500,4.6700,0.8244,0.8244
-3.4600,4.6700,0.8272,0.8272
-3.4700,4.6700,0.8300,0.8300
-3.4800,4.6700,0.8300,0.8300
-3.4900,4.6700,0.8300,0.8300
-3.5000,4.6700,0.8300,0.8300
-3.5100,4.6700,0.8301,0.8301
-3.5200,4.6700,0.8302,0.8302
-3.5300,4.6700,0.8305,0.8305
-3.5400,4.6700,0.8309,0.8309
-3.5500,4.6700,0.8313,0.8313
-3.5600,4.6700,0.8319,0.8319
-3.5700,4.6600,0.8227,0.8227
-3.5800,4.6600,0.8235,0.8235
-3.5900,4.6600,0.8244,0.8244
-3.6000,4.6600,0.8254,0.8254
-3.6100,4.6600,0.8266,0.8266
-3.6200,4.6600,0.8278,0.8278
-3.6300,4.6600,0.8291,0.8291
-3.6400,4.6600,0.8306,0.8306
-3.6500,4.6600,0.8321,0.8321
-3.6600,4.6600,0.8338,0.8338
-3.6700,4.6600,0.8356,0.8356
-3.6800,4.6600,0.8374,0.8374
-3.6900,4.6500,0.8296,0.8296
-3.7000,4.6500,0.8317,0.8317
-3.7100,4.6500,0.8339,0.8339
-3.7200,4.6500,0.8362,0.8362
-3.7300,4.6500,0.8386,0.8386
-3.7400,4.6500,0.8411,0.8411
-3.7500,4.6500,0.8437,0.8437
-3.7600,4.6500,0.8464,0.8464
-3.7700,4.6500,0.8492,0.8492
-3.7800,4.6500,0.8521,0.8521
-3.7900,4.6500,0.8551,0.8551
-3.8000,4.6500,0.8582,0.8582
-3.8100,4.6400,0.8505,0.8505
-3.8200,4.6400,0.8508,0.8508
-3.8300,4.6400,0.8513,0.8513
-3.8400,4.6400,0.8519,0.8519
-3.8500,4.6400,0.8526,0.8526
-3.8600,4.6400,0.8534,0.8534
-3.8700,4.6300,0.8443,0.8443
-3.8800,4.6300,0.8453,0.8453
-3.8900,4.6300,0.8464,0.8464
-3.9000,4.6300,0.8476,0.8476
-3.9100,4.6300,0.8489,0.8489
-3.9200,4.6300,0.8504,0.8504
-3.9300,4.6300,0.8519,0.8519
-3.9400,4.6300,0.8535,0.8535
-3.9500,4.6300,0.8552,0.8552
-3.9600,4.6300,0.8571,0.8571
-3.9700,4.6200,0.8492,0.8492
-3.9800,4.6200,0.8513,0.8513
-3.9900,4.6200,0.8534,0.8534
-4.0000,4.6200,0.8543,0.8543
-4.0100,4.6200,0.8552,0.8552
-4.0200,4.6200,0.8563,0.8563
-4.0300,4.6100,0.8476,0.8476
-4.0400,4.6100,0.8489,0.8489
-4.0500,4.6100,0.8504,0.8504
-4.0600,4.6100,0.8519,0.8519
-4.0700,4.6100,0.8535,0.8535
-4.0800,4.6100,0.8552,0.8552
-4.0900,4.6000,0.8473,0.8473
-4.1000,4.6000,0.8492,0.8492
-4.1100,4.6000,0.8500,0.8500
-4.1200,4.6000,0.8500,0.8500
-4.1300,4.6000,0.8500,0.8500
-4.1400,4.6000,0.8500,0.8500
-4.1500,4.5900,0.8400,0.8400
-4.1600,4.5900,0.8400,0.8400
-4.1700,4.5900,0.8400,0.8400
-4.1800,4.5900,0.8400,0.8400
-4.1900,4.5900,0.8400,0.8400
-4.2000,4.5900,0.8400,0.8400
-4.2100,4.5900,0.8401,0.8401
-4.2200,4.5800,0.8302,0.8302
-4.2300,4.5800,0.8305,0.8305
-4.2400,4.5800,0.8309,0.8309
-4.2500,4.5800,0.8313,0.8313
-4.2600,4.5800,0.8319,0.8319
-4.2700,4.5800,0.8326,0.8326
-4.2800,4.5700,0.8235,0.8235
-4.2900,4.5700,0.8244,0.8244
-4.3000,4.5700,0.8254,0.8254
-4.3100,4.5700,0.8266,0.8266
-4.3200,4.5700,0.8278,0.8278
-4.3300,4.5700,0.8291,0.8291
-4.3400,4.5600,0.8207,0.8207
-4.3500,4.5600,0.8223,0.8223
-4.3600,4.5600,0.8240,0.8240
-4.3700,4.5600,0.8257,0.8257
-4.3800,4.5600,0.8276,0.8276
-4.3900,4.5600,0.8296,0.8296
-4.4000,4.5500,0.8220,0.8220
-4.4100,4.5500,0.8242,0.8242
-4.4200,4.5500,0.8265,0.8265
-4.4300,4.5500,0.8289,0.8289
-4.4400,4.5500,0.8315,0.8315
-4.4500,4.5400,0.8244,0.8244
-4.4600,4.5400,0.8272,0.8272
-4.4700,4.5400,0.8296,0.8296
-4.4800,4.5400,0.8317,0.8317
-4.4900,4.5400,0.8338,0.8338
-4.5000,4.5300,0.8257,0.8257
-4.5100,4.5300,0.8276,0.8276
-4.5200,4.5300,0.8296,0.8296
-4.5300,4.5300,0.8300,0.8300
-4.5400,4.5300,0.8300,0.8300
-4.5500,4.5300,0.8300,0.8300
-4.5600,4.5200,0.8200,0.8200
-4.5700,4.5200,0.8200,0.8200
-4.5800,4.5200,0.8200,0.8200
-4.5900,4.5200,0.8200,0.8200
-4.6000,4.5200,0.8200,0.8200
-4.6100,4.5200,0.8200,0.8200
-4.6200,4.5200,0.8200,0.8200
-4.6300,4.5100,0.8100,0.8100
-4.6400,4.5100,0.8100,0.8100
-4.6500,4.5100,0.8100,0.8100
-4.6600,4.5100,0.8100,0.8100
-4.6700,4.5100,0.8101,0.8101
-4.6800,4.5100,0.8102,0.8102
-4.6900,4.5100,0.8105,0.8105
-4.7000,4.5100,0.8109,0.8109
-4.7100,4.5000,0.8014,0.8014
-4.7200,4.5000,0.8020,0.8020
-4.7300,4.5000,0.8027,0.8027
-4.7400,4.5000,0.8035,0.8035
-4.7500,4.5000,0.8045,0.8045
-4.7600,4.4900,0.7956,0.7956
-4.7700,4.4900,0.7968,0.7968
-4.7800,4.4900,0.7981,0.7981
-4.7900,4.4900,0.7994,0.7994
-4.8000,4.4900,0.8009,0.8009
-4.8100,4.4800,0.7927,0.7927
-4.8200,4.4800,0.7944,0.7944
-4.8300,4.4800,0.7963,0.7963
-4.8400,4.4800,0.7982,0.7982
-4.8500,4.4800,0.8003,0.8003
-4.8600,4.4800,0.8024,0.8024
-4.8700,4.4800,0.8047,0.8047
-4.8800,4.4800,0.8071,0.8071
-4.8900,4.4800,0.8093,0.8093
-4.9000,4.4700,0.8009,0.8009
-4.9100,4.4700,0.8026,0.8026
-4.9200,4.4700,0.8043,0.8043
-4.9300,4.4700,0.8061,0.8061
-4.9400,4.4700,0.8080,0.8080
-4.9500,4.4700,0.8100,0.8100
-4.9600,4.4700,0.8100,0.8100
-4.9700,4.4600,0.8000,0.8000
-4.9800,4.4600,0.8000,0.8000
-4.9900,4.4600,0.8000,0.8000
-5.0000,4.4600,0.8000,0.8000
-5.0100,4.4600,0.8001,0.8001
-5.0200,4.4500,0.7902,0.7902
-5.0300,4.4500,0.7905,0.7905
-5.0400,4.4500,0.7909,0.7909
-5.0500,4.4500,0.7914,0.7914
-5.0600,4.4500,0.7920,0.7920
