# x_m,y_m,w_tr_right_m,w_tr_left_m
-6.4200,0.1400,0.8700,0.8700
-6.4100,0.1500,0.8694,0.8694
-6.4000,0.1600,0.8690,0.8690
-6.3900,0.1700,0.8688,0.8688
-6.3800,0.1800,0.8680,0.8680
-6.3700,0.1900,0.8652,0.8652
-6.3600,0.2000,0.8626,0.8626
-6.3500,0.2100,0.8602,0.8602
-6.3400,0.2200,0.8580,0.8580
-6.3300,0.2300,0.8560,0.8560
-6.3200,0.2400,0.8543,0.8543
-6.3100,0.2500,0.8527,0.8527
-6.3000,0.2600,0.8513,0.8513
-6.2900,0.2700,0.8502,0.8502
-6.2800,0.2800,0.8492,0.8492
-6.2700,0.2900,0.8485,0.8485
-6.2600,0.3000,0.8479,0.8479
-6.2500,0.3100,0.8476,0.8476
-6.2400,0.3200,0.8475,0.8475
-6.2300,0.3300,0.8464,0.8464
-6.2200,0.3300,0.8420,0.8420
-6.2100,0.3400,0.8402,0.8402
-6.2000,0.3500,0.8386,0.8386
-6.1900,0.3600,0.8372,0.8372
-6.1800,0.3700,0.8361,0.8361
-6.1700,0.3800,0.8351,0.8351
-6.1600,0.3900,0.8343,0.8343
-6.1500,0.4000,0.8338,0.8338
-6.1400,0.4100,0.8335,0.8335
-6.1300,0.4200,0.8334,0.8334
-6.1200,0.4300,0.8334,0.8334
-6.1100,0.4400,0.8319,0.8319
-6.1000,0.4500,0.8291,0.8291
-6.0900,0.4600,0.8266,0.8266
-6.0800,0.4700,0.8242,0.8242
-6.0700,0.4800,0.8220,0.8220
-6.0600,0.4900,0.8201,0.8201
-6.0500,0.4900,0.8262,0.8262
-6.0400,0.5000,0.8246,0.8246
-6.0300,0.5100,0.8231,0.8231
-6.0200,0.5200,0.8220,0.8220
-6.0100,0.5300,0.8210,0.8210
-6.0000,0.5400,0.8202,0.8202
-5.9900,0.5500,0.8197,0.8197
-5.9800,0.5600,0.8193,0.8193
-5.9700,0.5700,0.8192,0.8192
-5.9600,0.5800,0.8192,0.8192
-5.9500,0.5900,0.8192,0.8192
-5.9400,0.6000,0.8183,0.8183
-5.9300,0.6100,0.8168,0.8168
-5.9200,0.6200,0.8155,0.8155
-5.9100,0.6200,0.8192,0.8192
-5.9000,0.6300,0.8192,0.8192
-5.8900,0.6400,0.8159,0.8159
-5.8800,0.6500,0.8127,0.8127
-5.8700,0.6600,0.8097,0.8097
-5.8600,0.6700,0.8070,0.8070
-5.8500,0.6800,0.8044,0.8044
-5.8400,0.6900,0.8021,0.8021
-5.8300,0.7000,0.8000,0.8000
-5.8200,0.7100,0.7981,0.7981
-5.8100,0.7100,0.8043,0.8043
-5.8000,0.7200,0.8027,0.8027
-5.7900,0.7300,0.8014,0.8014
-5.7800,0.7400,0.8003,0.8003
-5.7700,0.7500,0.7994,0.7994
-5.7600,0.7600,0.7987,0.7987
-5.7500,0.7700,0.7981,0.7981
-5.7400,0.7800,0.7964,0.7964
-5.7300,0.7900,0.7950,0.7950
-5.7200,0.8000,0.7938,0.7938
-5.7100,0.8100,0.7927,0.7927
-5.7000,0.8200,0.7920,0.7920
-5.6900,0.8200,0.7987,0.7987
-5.6800,0.8300,0.7983,0.7983
-5.6700,0.8400,0.7981,0.7981
-5.6600,0.8500,0.7981,0.7981
-5.6500,0.8600,0.7981,0.7981
-5.6400,0.8700,0.7981,0.7981
-5.6300,0.8800,0.7981,0.7981
-5.6200,0.8900,0.7981,0.7981
-5.6100,0.9000,0.7981,0.7981
-5.6000,0.9100,0.7983,0.7983
-5.5900,0.9200,0.7983,0.7983
-5.5800,0.9300,0.7981,0.7981
-5.5700,0.9400,0.7981,0.7981
-5.5600,0.9500,0.7981,0.7981
-5.5500,0.9600,0.7963,0.7963
-5.5400,0.9700,0.7940,0.7940
-5.5300,0.9800,0.7920,0.7920
-5.5200,0.9900,0.7902,0.7902
-5.5100,1.0000,0.7881,0.7881
-5.5000,1.0100,0.7860,0.7860
-5.4900,1.0200,0.7841,0.7841
-5.4800,1.0300,0.7824,0.7824
-5.4700,1.0400,0.7809,0.7809
-5.4600,1.0500,0.7797,0.7797
-5.4500,1.0600,0.7786,0.7786
-5.4400,1.0700,0.7778,0.7778
-5.4300,1.0800,0.7773,0.7773
-5.4200,1.0900,0.7769,0.7769
-5.4100,1.1000,0.7768,0.7768
-5.4000,1.1100,0.7768,0.7768
-5.3900,1.1200,0.7768,0.7768
-5.3800,1.1300,0.7768,0.7768
-5.3700,1.1400,0.7768,0.7768
-5.3600,1.1500,0.7768,0.7768
-5.3500,1.1600,0.7768,0.7768
-5.3400,1.1700,0.7768,0.7768
-5.3300,1.1800,0.7768,0.7768
-5.3200,1.1900,0.7768,0.7768
-5.3100,1.2000,0.7768,0.7768
-5.3000,1.2100,0.7768,0.7768
-5.2900,1.2200,0.7768,0.7768
-5.2800,1.2300,0.7768,0.7768
-5.2700,1.2400,0.7768,0.7768
-5.2600,1.2500,0.7768,0.7768
-5.2500,1.2500,0.7698,0.7698
-5.2400,1.2600,0.7700,0.7700
-5.2300,1.2700,0.7705,0.7705
-5.2200,1.2800,0.7711,0.7711
-5.2100,1.2900,0.7721,0.7721
-5.2000,1.3000,0.7732,0.7732
-5.1900,1.3100,0.7746,0.7746
-5.1800,1.3100,0.7683,0.7683
-5.1700,1.3200,0.7701,0.7701
-5.1600,1.3300,0.7720,0.7720
-5.1500,1.3400,0.7742,0.7742
-5.1400,1.3400,0.7684,0.7684
-5.1300,1.3500,0.7709,0.7709
-5.1200,1.3600,0.7737,0.7737
-5.1100,1.3700,0.7766,0.7766
-5.1000,1.3700,0.7713,0.7713
-5.0900,1.3800,0.7746,0.7746
-5.0800,1.3900,0.7782,0.7782
-5.0700,1.4000,0.7819,0.7819
-5.0600,1.4000,0.7771,0.7771
-5.0500,1.4100,0.7812,0.7812
-5.0400,1.4100,0.7766,0.7766
-5.0300,1.4200,0.7810,0.7810
-5.0200,1.4300,0.7855,0.7855
-5.0100,1.4400,0.7881,0.7881
-5.0000,1.4400,0.7823,0.7823
-4.9900,1.4500,0.7848,0.7848
-4.9800,1.4600,0.7875,0.7875
-4.9700,1.4700,0.7904,0.7904
-4.9600,1.4700,0.7851,0.7851
-4.9500,1.4800,0.7884,0.7884
-4.9400,1.4900,0.7919,0.7919
-4.9300,1.4900,0.7868,0.7868
-4.9200,1.5000,0.7907,0.7907
-4.9100,1.5100,0.7940,0.7940
-4.9000,1.5100,0.7901,0.7901
-4.8900,1.5200,0.7920,0.7920
-4.8800,1.5300,0.7940,0.7940
-4.8700,1.5300,0.7881,0.7881
-4.8600,1.5400,0.7905,0.7905
-4.8500,1.5500,0.7931,0.7931
-4.8400,1.5500,0.7875,0.7875
-4.8300,1.5600,0.7904,0.7904
-4.8200,1.5600,0.7851,0.7851
-4.8100,1.5700,0.7884,0.7884
-4.8000,1.5800,0.7919,0.7919
-4.7900,1.5800,0.7868,0.7868
-4.7800,1.5900,0.7907,0.7907
-4.7700,1.6000,0.7947,0.7947
-4.7600,1.6000,0.7901,0.7901
-4.7500,1.6100,0.7940,0.7940
-4.7400,1.6100,0.7881,0.7881
-4.7300,1.6200,0.7905,0.7905
-4.7200,1.6300,0.7931,0.7931
-4.7100,1.6300,0.7875,0.7875
-4.7000,1.6400,0.7904,0.7904
-4.6900,1.6400,0.7851,0.7851
-4.6800,1.6500,0.7884,0.7884
-4.6700,1.6600,0.7919,0.7919
-4.6600,1.6600,0.7868,0.7868
-4.6500,1.6700,0.7907,0.7907
-4.6400,1.6700,0.7859,0.7859
-4.6300,1.6800,0.7901,0.7901
-4.6200,1.6800,0.7841,0.7841
-4.6100,1.6900,0.7860,0.7860
-4.6000,1.7000,0.7881,0.7881
-4.5900,1.7000,0.7823,0.7823
-4.5800,1.7000,0.7766,0.7766
-4.5700,1.7100,0.7792,0.7792
-4.5600,1.7200,0.7820,0.7820
-4.5500,1.7200,0.7766,0.7766
-4.5400,1.7300,0.7798,0.7798
-4.5300,1.7300,0.7746,0.7746
-4.5200,1.7400,0.7782,0.7782
-4.5100,1.7400,0.7732,0.7732
-4.5000,1.7500,0.7771,0.7771
-4.4900,1.7500,0.7724,0.7724
-4.4800,1.7600,0.7766,0.7766
-4.4700,1.7600,0.7721,0.7721
-4.4600,1.7700,0.7766,0.7766
-4.4500,1.7700,0.7724,0.7724
-4.4400,1.7800,0.7773,0.7773
-4.4300,1.7800,0.7732,0.7732
-4.4200,1.7800,0.7693,0.7693
-4.4100,1.7900,0.7746,0.7746
-4.4000,1.7900,0.7709,0.7709
-4.3900,1.8000,0.7766,0.7766
-4.3800,1.8000,0.7721,0.7721
-4.3700,1.8100,0.7766,0.7766
-4.3600,1.8100,0.7724,0.7724
-4.3500,1.8200,0.7773,0.7773
-4.3400,1.8200,0.7732,0.7732
-4.3300,1.8300,0.7785,0.7785
-4.3200,1.8300,0.7746,0.7746
-4.3100,1.8300,0.7709,0.7709
-4.3000,1.8400,0.7766,0.7766
-4.2900,1.8400,0.7732,0.7732
-4.2800,1.8500,0.7785,0.7785
-4.2700,1.8500,0.7746,0.7746
-4.2600,1.8600,0.7802,0.7802
-4.2500,1.8600,0.7766,0.7766
-4.2400,1.8600,0.7732,0.7732
-4.2300,1.8700,0.7792,0.7792
-4.2200,1.8700,0.7760,0.7760
-4.2100,1.8800,0.7823,0.7823
-4.2000,1.8800,0.7793,0.7793
-4.1900,1.8800,0.7764,0.7764
-4.1800,1.8900,0.7832,0.7832
-4.1700,1.8900,0.7806,0.7806
-4.1600,1.8900,0.7780,0.7780
-4.1500,1.9000,0.7853,0.7853
-4.1400,1.9000,0.7824,0.7824
-4.1300,1.9100,0.7877,0.7877
-4.1200,1.9100,0.7839,0.7839
-4.1100,1.9100,0.7802,0.7802
-4.1000,1.9100,0.7766,0.7766
-4.0900,1.9200,0.7826,0.7826
-4.0800,1.9200,0.7792,0.7792
-4.0700,1.9300,0.7854,0.7854
-4.0600,1.9300,0.7823,0.7823
-4.0500,1.9300,0.7793,0.7793
-4.0400,1.9300,0.7764,0.7764
-4.0300,1.9400,0.7832,0.7832
-4.0200,1.9400,0.7806,0.7806
-4.0100,1.9400,0.7780,0.7780
-4.0000,1.9400,0.7756,0.7756
-3.9900,1.9500,0.7829,0.7829
-3.9800,1.9500,0.7806,0.7806
-3.9700,1.9500,0.7780,0.7780
-3.9600,1.9500,0.7756,0.7756
-3.9500,1.9600,0.7829,0.7829
-3.9400,1.9600,0.7807,0.7807
-3.9300,1.9600,0.7786,0.7786
-3.9200,1.9600,0.7766,0.7766
-3.9100,1.9600,0.7748,0.7748
-3.9000,1.9700,0.7828,0.7828
-3.8900,1.9700,0.7812,0.7812
-3.8800,1.9700,0.7792,0.7792
-3.8700,1.9700,0.7760,0.7760
-3.8600,1.9800,0.7823,0.7823
-3.8500,1.9800,0.7793,0.7793
-3.8400,1.9800,0.7764,0.7764
-3.8300,1.9800,0.7736,0.7736
-3.8200,1.9800,0.7709,0.7709
-3.8100,1.9900,0.7780,0.7780
-3.8000,1.9900,0.7756,0.7756
-3.7900,1.9900,0.7732,0.7732
-3.7800,1.9900,0.7710,0.7710
-3.7700,2.0000,0.7786,0.7786
-3.7600,2.0000,0.7766,0.7766
-3.7500,2.0000,0.7748,0.7748
-3.7400,2.0000,0.7730,0.7730
-3.7300,2.0100,0.7802,0.7802
-3.7200,2.0100,0.7766,0.7766
-3.7100,2.0100,0.7732,0.7732
-3.7000,2.0100,0.7698,0.7698
-3.6900,2.0100,0.7665,0.7665
-3.6800,2.0200,0.7728,0.7728
-3.6700,2.0200,0.7698,0.7698
-3.6600,2.0200,0.7668,0.7668
-3.6500,2.0200,0.7640,0.7640
-3.6400,2.0300,0.7709,0.7709
-3.6300,2.0300,0.7683,0.7683
-3.6200,2.0300,0.7659,0.7659
-3.6100,2.0300,0.7635,0.7635
-3.6000,2.0300,0.7612,0.7612
-3.5900,2.0400,0.7688,0.7688
-3.5800,2.0400,0.7668,0.7668
-3.5700,2.0400,0.7649,0.7649
-3.5600,2.0400,0.7631,0.7631
-3.5500,2.0500,0.7713,0.7713
-3.5400,2.0500,0.7698,0.7698
-3.5300,2.0500,0.7683,0.7683
-3.5200,2.0500,0.7670,0.7670
-3.5100,2.0600,0.7757,0.7757
-3.5000,2.0600,0.7746,0.7746
-3.4900,2.0600,0.7737,0.7737
-3.4800,2.0600,0.7728,0.7728
-3.4700,2.0600,0.7721,0.7721
-3.4600,2.0700,0.7814,0.7814
-3.4500,2.0700,0.7809,0.7809
-3.4400,2.0700,0.7805,0.7805
-3.4300,2.0700,0.7802,0.7802
-3.4200,2.0800,0.7901,0.7901
-3.4100,2.0800,0.7900,0.7900
-3.4000,2.0800,0.7900,0.7900
-3.3900,2.0800,0.7900,0.7900
-3.3800,2.0800,0.7900,0.7900
-3.3700,2.0900,0.8000,0.8000
-3.3600,2.0900,0.8000,0.8000
-3.3500,2.0900,0.8000,0.8000
-3.3400,2.0900,0.8000,0.8000
-3.3300,2.1000,0.8100,0.8100
-3.3200,2.1000,0.8100,0.8100
-3.3100,2.1000,0.8100,0.8100
-3.3000,2.1000,0.8100,0.8100
-3.2900,2.1000,0.8100,0.8100
-3.2800,2.1100,0.8200,0.8200
-3.2700,2.1100,0.8200,0.8200
-3.2600,2.1100,0.8201,0.8201
-3.2500,2.1100,0.8202,0.8202
-3.2400,2.1200,0.8305,0.8305
-3.2300,2.1200,0.8309,0.8309
-3.2200,2.1200,0.8313,0.8313
-3.2100,2.1200,0.8319,0.8319
-3.2000,2.1300,0.8426,0.8426
-3.1900,2.1300,0.8434,0.8434
-3.1800,2.1300,0.8443,0.8443
-3.1700,2.1300,0.8453,0.8453
-3.1600,2.1300,0.8464,0.8464
-3.1500,2.1400,0.8575,0.8575
-3.1400,2.1400,0.8589,0.8589
-3.1300,2.1400,0.8603,0.8603
-3.1200,2.1400,0.8618,0.8618
-3.1100,2.1500,0.8732,0.8732
-3.1000,2.1500,0.8749,0.8749
-3.0900,2.1500,0.8767,0.8767
-3.0800,2.1500,0.8786,0.8786
-3.0700,2.1500,0.8806,0.8806
-3.0600,2.1600,0.8925,0.8925
-3.0500,2.1600,0.8946,0.8946
-3.0400,2.1600,0.8969,0.8969
-3.0300,2.1600,0.8992,0.8992
-3.0200,2.1700,0.9114,0.9114
-3.0100,2.1700,0.9139,0.9139
-3.0000,2.1700,0.9165,0.9165
-2.9900,2.1700,0.9192,0.9192
-2.9800,2.1700,0.9211,0.9211
-2.9700,2.1800,0.9325,0.9325
-2.9600,2.1800,0.9341,0.9341
-2.9500,2.1800,0.9358,0.9358
-2.9400,2.1800,0.9375,0.9375
-2.9300,2.1800,0.9394,0.9394
-2.9200,2.1900,0.9500,0.9500
-2.9100,2.1900,0.9500,0.9500
-2.9000,2.1900,0.9500,0.9500
-2.8900,2.1900,0.9500,0.9500
-2.8800,2.1900,0.9500,0.9500
-2.8700,2.2000,0.9600,0.9600
-2.8600,2.2000,0.9600,0.9600
-2.8500,2.2000,0.9600,0.9600
-2.8400,2.2000,0.9600,0.9600
-2.8300,2.2000,0.9600,0.9600
-2.8200,2.2100,0.9700,0.9700
-2.8100,2.2100,0.9702,0.9702
-2.8000,2.2100,0.9704,0.9704
-2.7900,2.2100,0.9707,0.9707
-2.7800,2.2100,0.9712,0.9712
-2.7700,2.2100,0.9717,0.9717
-2.7600,2.2200,0.9823,0.9823
-2.7500,2.2200,0.9830,0.9830
-2.7400,2.2200,0.9837,0.9837
-2.7300,2.2200,0.9846,0.9846
-2.7200,2.2200,0.9856,0.9856
-2.7100,2.2200,0.9866,0.9866
-2.7000,2.2200,0.9878,0.9878
-2.6900,2.2200,0.9890,0.9890
-2.6800,2.2100,0.9805,0.9805
-2.6700,2.2100,0.9819,0.9819
-2.6600,2.2100,0.9834,0.9834
-2.6500,2.2100,0.9850,0.9850
-2.6400,2.2100,0.9866,0.9866
-2.6300,2.2100,0.9878,0.9878
-2.6200,2.2000,0.9791,0.9791
-2.6100,2.2000,0.9805,0.9805
-2.6000,2.2000,0.9819,0.9819
-2.5900,2.2000,0.9834,0.9834
-2.5800,2.2000,0.9850,0.9850
-2.5700,2.1900,0.9769,0.9769
-2.5600,2.1900,0.9787,0.9787
-2.5500,2.1900,0.9806,0.9806
-2.5400,2.1900,0.9826,0.9826
-2.5300,2.1900,0.9847,0.9847
-2.5200,2.1800,0.9771,0.9771
-2.5100,2.1800,0.9794,0.9794
-2.5000,2.1800,0.9817,0.9817
-2.4900,2.1800,0.9834,0.9834
-2.4800,2.1800,0.9850,0.9850
-2.4700,2.1700,0.9769,0.9769
-2.4600,2.1700,0.9787,0.9787
-2.4500,2.1700,0.9806,0.9806
-2.4400,2.1700,0.9826,0.9826
-2.4300,2.1600,0.9749,0.9749
-2.4200,2.1600,0.9771,0.9771
-2.4100,2.1600,0.9794,0.9794
-2.4000,2.1600,0.9817,0.9817
-2.3900,2.1500,0.9745,0.9745
-2.3800,2.1500,0.9770,0.9770
-2.3700,2.1500,0.9794,0.9794
-2.3600,2.1400,0.9720,0.9720
-2.3500,2.1400,0.9745,0.9745
-2.3400,2.1400,0.9770,0.9770
-2.3300,2.1400,0.9797,0.9797
-2.3200,2.1300,0.9728,0.9728
-2.3100,2.1300,0.9756,0.9756
-2.3000,2.1200,0.9690,0.9690
-2.2900,2.1200,0.9721,0.9721
-2.2800,2.1100,0.9657,0.9657
-2.2700,2.1100,0.9689,0.9689
-2.2600,2.1100,0.9722,0.9722
-2.2500,2.1000,0.9663,0.9663
-2.2400,2.1000,0.9698,0.9698
-2.2300,2.1000,0.9734,0.9734
-2.2200,2.1000,0.9770,0.9770
-2.2100,2.0900,0.9715,0.9715
-2.2000,2.0800,0.9662,0.9662
-2.1900,2.0800,0.9702,0.9702
-2.1800,2.0700,0.9651,0.9651
-2.1700,2.0700,0.9693,0.9693
-2.1600,2.0700,0.9735,0.9735
-2.1500,2.0600,0.9689,0.9689
-2.1400,2.0600,0.9733,0.9733
-2.1300,2.0500,0.9689,0.9689
-2.1200,2.0400,0.9644,0.9644
-2.1100,2.0400,0.9689,0.9689
-2.1000,2.0400,0.9735,0.9735
-2.0900,2.0300,0.9694,0.9694
-2.0800,2.0200,0.9655,0.9655
-2.0700,2.0200,0.9704,0.9704
-2.0600,2.0100,0.9668,0.9668
-2.0500,2.0100,0.9719,0.9719
-2.0400,2.0000,0.9685,0.9685
-2.0300,1.9900,0.9645,0.9645
-2.0200,1.9900,0.9689,0.9689
-2.0100,1.9900,0.9733,0.9733
-2.0000,1.9800,0.9689,0.9689
-1.9900,1.9700,0.9647,0.9647
-1.9800,1.9700,0.9694,0.9694
-1.9700,1.9600,0.9655,0.9655
-1.9600,1.9500,0.9617,0.9617
-1.9500,1.9400,0.9582,0.9582
-1.9400,1.9400,0.9633,0.9633
-1.9300,1.9300,0.9600,0.9600
-1.9200,1.9200,0.9569,0.9569
-1.9100,1.9100,0.9539,0.9539
-1.9000,1.9100,0.9595,0.9595
-1.8900,1.9000,0.9568,0.9568
-1.8800,1.8900,0.9544,0.9544
-1.8700,1.8800,0.9521,0.9521
-1.8600,1.8700,0.9500,0.9500
-1.8500,1.8600,0.9481,0.9481
-1.8400,1.8600,0.9474,0.9474
-1.8300,1.8500,0.9394,0.9394
-1.8300,1.8400,0.9414,0.9414
-1.8200,1.8300,0.9337,0.9337
-1.8100,1.8300,0.9239,0.9239
-1.8000,1.8200,0.9160,0.9160
-1.7900,1.8100,0.9072,0.9072
-1.7800,1.8000,0.8985,0.8985
-1.7700,1.7900,0.8899,0.8899
-1.7600,1.7800,0.8815,0.8815
-1.7500,1.7700,0.8732,0.8732
-1.7400,1.7600,0.8642,0.8642
-1.7300,1.7500,0.8552,0.8552
-1.7200,1.7400,0.8464,0.8464
-1.7200,1.7300,0.8476,0.8476
-1.7100,1.7200,0.8390,0.8390
-1.7000,1.7100,0.8306,0.8306
-1.6900,1.7000,0.8223,0.8223
-1.6800,1.6900,0.8141,0.8141
-1.6800,1.6800,0.8159,0.8159
-1.6700,1.6700,0.8080,0.8080
-1.6600,1.6600,0.8003,0.8003
-1.6500,1.6500,0.7909,0.7909
-1.6500,1.6400,0.7914,0.7914
-1.6400,1.6300,0.7820,0.7820
-1.6300,1.6200,0.7728,0.7728
-1.6200,1.6100,0.7637,0.7637
-1.6200,1.6000,0.7647,0.7647
-1.6100,1.5900,0.7559,0.7559
-1.6000,1.5800,0.7472,0.7472
-1.6000,1.5700,0.7485,0.7485
-1.5900,1.5600,0.7401,0.7401
-1.5900,1.5500,0.7417,0.7417
-1.5800,1.5400,0.7336,0.7336
-1.5700,1.5300,0.7257,0.7257
-1.5700,1.5200,0.7276,0.7276
-1.5600,1.5100,0.7200,0.7200
-1.5600,1.5000,0.7223,0.7223
-1.5500,1.4900,0.7149,0.7149
-1.5400,1.4800,0.7078,0.7078
-1.5400,1.4700,0.7104,0.7104
-1.5300,1.4600,0.7036,0.7036
-1.5300,1.4500,0.7065,0.7065
-1.5200,1.4400,0.7001,0.7001
-1.5200,1.4300,0.7032,0.7032
-1.5100,1.4200,0.6971,0.6971
-1.5000,1.4100,0.6912,0.6912
-1.5000,1.4000,0.6948,0.6948
-1.5000,1.3900,0.6985,0.6985
-1.4900,1.3800,0.6931,0.6931
-1.4800,1.3700,0.6879,0.6879
-1.4800,1.3600,0.6920,0.6920
-1.4800,1.3500,0.6962,0.6962
-1.4700,1.3400,0.6916,0.6916
-1.4600,1.3300,0.6871,0.6871
-1.4600,1.3200,0.6918,0.6918
-1.4600,1.3100,0.6965,0.6965
-1.4500,1.3000,0.6926,0.6926
-1.4400,1.2900,0.6889,0.6889
-1.4400,1.2800,0.6940,0.6940
-1.4300,1.2700,0.6908,0.6908
-1.4300,1.2600,0.6961,0.6961
-1.4200,1.2500,0.6932,0.6932
-1.4200,1.2400,0.6988,0.6988
-1.4100,1.2300,0.6963,0.6963
-1.4100,1.2200,0.7021,0.7021
-1.4000,1.2100,0.7000,0.7000
-1.3900,1.2000,0.6981,0.6981
-1.3900,1.1900,0.7043,0.7043
-1.3800,1.1800,0.7028,0.7028
-1.3700,1.1700,0.7016,0.7016
-1.3700,1.1600,0.7080,0.7080
-1.3700,1.1500,0.7140,0.7140
-1.3600,1.1400,0.7122,0.7122
-1.3500,1.1300,0.7106,0.7106
-1.3500,1.1200,0.7169,0.7169
-1.3400,1.1100,0.7157,0.7157
-1.3300,1.1000,0.7147,0.7147
-1.3200,1.0900,0.7139,0.7139
-1.3100,1.0800,0.7134,0.7134
-1.3100,1.0700,0.7204,0.7204
-1.3000,1.0600,0.7202,0.7202
-1.3000,1.0500,0.7273,0.7273
-1.2900,1.0400,0.7273,0.7273
-1.2800,1.0300,0.7273,0.7273
-1.2700,1.0200,0.7273,0.7273
-1.2600,1.0100,0.7273,0.7273
-1.2500,1.0000,0.7273,0.7273
-1.2500,0.9900,0.7323,0.7323
-1.2400,0.9800,0.7344,0.7344
-1.2300,0.9700,0.7344,0.7344
-1.2200,0.9600,0.7344,0.7344
-1.2100,0.9500,0.7344,0.7344
-1.2000,0.9400,0.7344,0.7344
-1.2000,0.9300,0.7405,0.7405
-1.1900,0.9200,0.7415,0.7415
-1.1800,0.9100,0.7415,0.7415
-1.1700,0.9000,0.7415,0.7415
-1.1600,0.8900,0.7415,0.7415
-1.1500,0.8800,0.7415,0.7415
-1.1400,0.8700,0.7415,0.7415
-1.1300,0.8600,0.7415,0.7415
-1.1200,0.8500,0.7415,0.7415
-1.1100,0.8400,0.7415,0.7415
-1.1000,0.8300,0.7415,0.7415
-1.0900,0.8200,0.7415,0.7415
-1.0800,0.8100,0.7415,0.7415
-1.0700,0.8000,0.7415,0.7415
-1.0600,0.7900,0.7415,0.7415
-1.0500,0.7800,0.7415,0.7415
-1.0400,0.7700,0.7415,0.7415
-1.0300,0.7600,0.7415,0.7415
-1.0200,0.7500,0.7417,0.7417
-1.0100,0.7400,0.7422,0.7422
-1.0000,0.7300,0.7429,0.7429
-0.9900,0.7200,0.7439,0.7439
-0.9800,0.7100,0.7450,0.7450
-0.9700,0.7100,0.7387,0.7387
-0.9600,0.7000,0.7402,0.7402
-0.9500,0.6900,0.7420,0.7420
-0.9400,0.6800,0.7440,0.7440
-0.9300,0.6700,0.7463,0.7463
-0.9200,0.6600,0.7488,0.7488
-0.9100,0.6500,0.7515,0.7515
-0.9000,0.6400,0.7523,0.7523
-0.8900,0.6300,0.7491,0.7491
-0.8800,0.6300,0.7523,0.7523
-0.8700,0.6200,0.7515,0.7515
-0.8600,0.6100,0.7488,0.7488
-0.8500,0.6000,0.7463,0.7463
-0.8400,0.5900,0.7440,0.7440
-0.8300,0.5900,0.7496,0.7496
-0.8200,0.5800,0.7481,0.7481
-0.8100,0.5700,0.7465,0.7465
-0.8000,0.5600,0.7450,0.7450
-0.7900,0.5500,0.7439,0.7439
-0.7800,0.5500,0.7481,0.7481
-0.7700,0.5400,0.7490,0.7490
-0.7600,0.5300,0.7490,0.7490
-0.7500,0.5200,0.7486,0.7486
-0.7400,0.5100,0.7485,0.7485
-0.7300,0.5100,0.7450,0.7450
-0.7200,0.5000,0.7465,0.7465
-0.7100,0.4900,0.7481,0.7481
-0.7000,0.4800,0.7460,0.7460
-0.6900,0.4700,0.7431,0.7431
-0.6800,0.4700,0.7463,0.7463
-0.6700,0.4600,0.7453,0.7453
-0.6600,0.4500,0.7412,0.7412
-0.6500,0.4500,0.7460,0.7460
-0.6400,0.4400,0.7422,0.7422
-0.6300,0.4300,0.7386,0.7386
-0.6200,0.4200,0.7353,0.7353
-0.6100,0.4200,0.7406,0.7406
-0.6000,0.4100,0.7376,0.7376
-0.5900,0.4000,0.7349,0.7349
-0.5800,0.4000,0.7405,0.7405
-0.5700,0.3900,0.7376,0.7376
-0.5600,0.3800,0.7349,0.7349
-0.5500,0.3800,0.7363,0.7363
-0.5400,0.3700,0.7374,0.7374
-0.5300,0.3600,0.7360,0.7360
-0.5200,0.3500,0.7319,0.7319
-0.5100,0.3500,0.7341,0.7341
-0.5000,0.3400,0.7324,0.7324
-0.4900,0.3300,0.7286,0.7286
-0.4800,0.3300,0.7323,0.7323
-0.4700,0.3200,0.7301,0.7301
-0.4600,0.3100,0.7268,0.7268
-0.4500,0.3100,0.7301,0.7301
-0.4400,0.3000,0.7273,0.7273
-0.4300,0.3000,0.7266,0.7266
-0.4200,0.2900,0.7276,0.7276
-0.4100,0.2800,0.7237,0.7237
-0.4000,0.2800,0.7268,0.7268
-0.3900,0.2700,0.7249,0.7249
-0.3800,0.2700,0.7249,0.7249
-0.3700,0.2600,0.7268,0.7268
-0.3600,0.2500,0.7238,0.7238
-0.3500,0.2500,0.7213,0.7213
-0.3400,0.2400,0.7222,0.7222
-0.3300,0.2400,0.7157,0.7157
-0.3200,0.2300,0.7169,0.7169
-0.3100,0.2200,0.7184,0.7184
-0.3000,0.2200,0.7122,0.7122
-0.2900,0.2100,0.7140,0.7140
-0.2800,0.2100,0.7080,0.7080
-0.2700,0.2000,0.7102,0.7102
-0.2600,0.2000,0.7045,0.7045
-0.2500,0.1900,0.7071,0.7071
-0.2400,0.1900,0.7016,0.7016
-0.2300,0.1800,0.7045,0.7045
-0.2200,0.1800,0.6992,0.6992
-0.2100,0.1700,0.7026,0.7026
-0.2000,0.1700,0.6976,0.6976
-0.1900,0.1600,0.7006,0.7006
-0.1800,0.1600,0.6965,0.6965
-0.1700,0.1500,0.6985,0.6985
-0.1600,0.1500,0.6961,0.6961
-0.1500,0.1400,0.6971,0.6971
-0.1400,0.1400,0.6961,0.6961
-0.1300,0.1300,0.6931,0.6931
-0.1200,0.1300,0.6956,0.6956
-0.1100,0.1300,0.6920,0.6920
-0.1000,0.1200,0.6912,0.6912
-0.0900,0.1200,0.6926,0.6926
-0.0800,0.1100,0.6875,0.6875
